parent,relation,child
340,inheritance,834
340,inheritance,1141
445,subframe,180
445,subframe,408
445,subframe,446
562,using,571
775,inheritance,228
775,inheritance,836
778,inheritance,14
778,using,18
778,using,417
778,using,16
778,using,19
778,using,17
778,using,671
778,using,750
852,subframe,853
852,subframe,851
852,subframe,854
852,inheritance,869
853,precedes,851
853,inheritance,875
856,perspective_on,855
856,perspective_on,835
869,subframe,875
870,inheritance,871
870,perspective_on,852
870,subframe,872
870,subframe,873
870,subframe,874
871,perspective_on,869
871,subframe,876
871,subframe,877
871,subframe,878
871,perspective_on,879
872,inheritance,853
872,precedes,874
872,inheritance,876
873,inheritance,854
873,inheritance,878
874,inheritance,851
874,precedes,873
874,inheritance,877
876,precedes,877
876,perspective_on,875
877,precedes,878
879,subframe,880
895,inheritance,896
895,inheritance,897
895,inheritance,898
895,inheritance,899
895,inheritance,902
895,using,1086
896,see_also,897
896,perspective_on,1190
896,perspective_on,1193
1069,perspective_on,14
1069,using,1070
1131,subframe,1132
1131,subframe,372
1131,subframe,377
1167,subframe,1166
1168,subframe,1169
1178,subframe,1177
1178,subframe,1179
1437,perspective_on,18
1437,perspective_on,1036
1225,precedes,1226
1225,subframe,1229
1225,subframe,1240
1225,subframe,1259
1225,subframe,835
1225,inheritance,835
1225,subframe,1293
1225,subframe,1176
1226,subframe,1278
1226,subframe,1424
1227,subframe,577
1227,subframe,1210
1227,subframe,1254
1227,subframe,1263
1227,subframe,1275
1228,using,315
1228,subframe,1224
1228,subframe,1225
1228,subframe,1226
1228,subframe,1227
1228,subframe,656
1228,inheritance,849
391,perspective_on,699
391,perspective_on,698
76,using,337
76,using,77
76,subframe,159
76,subframe,706
76,using,577
1003,using,1001
124,using,502
129,inheritance,787
129,using,478
14,using,506
14,using,547
14,see_also,644
14,inheritance,495
14,using,98
14,inheritance,21
14,using,129
14,using,589
14,using,830
14,using,957
14,using,996
14,see_also,129
1434,see_also,42
1434,see_also,17
15,using,25
16,using,463
16,using,815
17,using,553
17,inheritance,423
17,inheritance,541
17,using,591
17,inheritance,1434
17,inheritance,436
17,inheritance,711
17,inheritance,1182
18,inchoative_of,14
18,using,962
18,using,1053
18,inheritance,1055
21,using,394
23,see_also,197
23,using,197
23,using,642
23,using,368
23,using,993
24,using,494
336,inheritance,866
341,using,409
341,using,533
381,see_also,21
407,using,8
407,inheritance,1158
418,using,429
439,see_also,859
439,using,868
439,precedes,936
439,inheritance,1077
449,using,227
449,inheritance,924
449,inheritance,1042
449,using,1194
459,using,771
459,using,60
459,using,914
498,inheritance,649
498,using,623
498,using,314
498,using,453
498,inheritance,586
498,inheritance,951
498,using,684
498,inheritance,1051
527,see_also,528
527,using,90
527,using,80
589,see_also,591
589,see_also,590
589,using,590
60,see_also,64
60,using,25
60,inheritance,849
64,using,62
64,using,438
64,inheritance,930
644,using,665
644,using,609
767,precedes,266
767,precedes,646
90,using,82
90,causative_of,417
90,inheritance,82
956,inheritance,2
956,causative_of,64
956,using,1098
1013,using,1014
1132,precedes,1041
1132,precedes,377
155,using,698
155,inheritance,785
155,using,832
156,using,699
156,inheritance,786
156,using,821
159,subframe,187
159,subframe,189
162,using,829
188,using,200
188,inheritance,829
188,using,829
337,inheritance,1220
337,inheritance,1253
702,using,1457
1114,inheritance,1115
1115,using,1125
1126,subframe,793
1126,subframe,446
1126,using,1486
119,precedes,110
1377,see_also,118
1377,see_also,119
1377,see_also,200
181,subframe,290
181,subframe,270
181,subframe,415
181,precedes,271
181,perspective_on,292
182,using,410
182,precedes,109
270,precedes,290
400,using,421
400,inheritance,126
408,using,411
408,precedes,180
409,using,446
413,using,410
415,precedes,270
446,inheritance,87
446,inheritance,111
446,inheritance,158
446,inheritance,112
446,inheritance,404
446,using,400
446,inheritance,91
446,precedes,408
446,inheritance,1489
446,inheritance,116
446,inheritance,1558
446,metaphorical_projection,86
482,using,409
530,using,531
530,inheritance,441
536,see_also,352
87,using,91
931,inheritance,290
123,using,174
123,using,146
123,using,587
123,using,588
144,using,587
144,using,146
144,using,588
11,using,147
147,using,462
354,using,1258
354,using,102
354,inchoative_of,1490
457,using,646
457,causative_of,13
1170,precedes,1169
1170,precedes,1166
1170,inheritance,1179
1172,precedes,1170
1177,precedes,1166
258,using,126
258,precedes,1170
258,using,1171
258,inheritance,1174
114,inheritance,999
114,inheritance,998
342,using,346
342,inheritance,321
342,inheritance,69
342,inheritance,882
342,inheritance,451
68,see_also,342
238,using,252
238,using,1253
238,using,1448
252,using,1009
356,inheritance,238
1448,using,238
835,using,1220
836,using,856
836,using,871
836,using,882
851,precedes,854
851,inheritance,835
851,using,849
1212,subframe,1214
1212,subframe,1216
1214,perspective_on,1213
1214,perspective_on,1215
1216,perspective_on,1210
1216,perspective_on,1211
1220,using,1225
1240,perspective_on,1222
1240,perspective_on,1223
1240,perspective_on,849
1253,using,252
1255,using,1212
1255,inheritance,1220
1255,inheritance,1253
1255,inheritance,1265
1258,using,1488
1259,inheritance,1270
1259,inheritance,1274
1259,inheritance,238
1263,precedes,1210
1293,using,1231
1293,using,1292
374,using,382
374,using,378
1018,inheritance,830
1486,using,446
524,inheritance,1112
524,inheritance,1120
524,inheritance,1279
524,inheritance,1281
524,inheritance,1261
524,inheritance,230
524,using,1028
