superFE,relation,subFE
3272,inchoative_of,3354
3392,causative_of,3376
3445,inheritance,5052
3445,inheritance,6214
3445,inheritance,10488
3445,inheritance,9792
3474,causative_of,3492
3520,using,6330
3520,using,10786
3539,inheritance,8506
3554,inheritance,7248
3554,using,6152
3572,inheritance,1315
3572,inheritance,295
3572,inheritance,3575
3572,inheritance,3581
3572,inheritance,7105
3572,inheritance,6930
3572,inheritance,4364
3572,inheritance,3809
3572,inheritance,1493
3572,inheritance,990
3572,inheritance,8189
3572,inheritance,10829
3572,using,4215
3581,inheritance,3384
3581,inheritance,911
3581,inheritance,8640
3581,inheritance,4607
3581,using,3612
3617,inheritance,534
3617,inheritance,8321
3617,inheritance,457
3617,inheritance,904
3671,causative_of,3285
3742,inheritance,8647
3859,using,6704
3961,inheritance,3331
3987,using,3955
4138,inheritance,1500
4166,inheritance,6477
4166,inheritance,8240
4166,using,5387
4166,using,6531
4166,using,5389
4166,using,7560
4311,causative_of,6232
4311,inheritance,5298
4410,causative_of,538
4410,inheritance,2184
4530,using,6892
4587,inheritance,9079
4587,inheritance,9949
4692,using,7621
4692,using,8962
4810,inheritance,8074
4852,inheritance,6427
4852,using,4856
5017,inheritance,6336
5017,inheritance,8125
5017,inheritance,5729
5017,inheritance,9342
5017,inheritance,9991
5017,using,3290
5017,using,4628
5389,see_also,5014
5469,causative_of,2223
5536,using,6210
5536,using,4953
5617,inheritance,8486
5617,using,6005
5832,inheritance,10204
5858,subframe,3227
5915,using,6892
5928,see_also,2635
5933,using,3384
5933,using,10097
6087,causative_of,6005
6152,using,4856
6210,inheritance,6452
6210,using,6214
6214,using,5933
6232,inheritance,7923
6232,inheritance,8305
6232,inheritance,10267
6232,see_also,9811
6232,using,4752
6232,using,8321
6249,see_also,9811
6264,causative_of,6271
6342,inchoative_of,6336
6427,using,6152
6437,perspective_on,6427
6437,perspective_on,5536
6477,using,4564
6531,using,5779
6749,inheritance,10786
7038,inheritance,7045
7038,using,2494
7519,using,7524
7567,causative_of,4452
7613,inheritance,5832
7613,inheritance,5844
7621,perspective_on,7613
7689,inheritance,8923
7689,perspective_on,492
7689,perspective_on,3539
7689,using,469
7689,using,505
7689,using,481
7689,using,3554
7689,using,3663
7689,using,285
7689,using,10829
7689,using,13141
7751,perspective_on,2819
7851,perspective_on,7841
7851,perspective_on,6749
7851,perspective_on,3622
7851,using,11180
7861,inheritance,1717
7955,perspective_on,7947
7955,perspective_on,7939
8012,perspective_on,9682
8012,perspective_on,730
8119,inheritance,8099
8152,using,8162
8224,inheritance,6376
8240,using,7581
8272,inheritance,7751
8272,subframe,8305
8471,inheritance,876
8688,inheritance,8716
8688,inheritance,8747
8716,subframe,8728
8716,subframe,8673
8747,subframe,8778
8840,subframe,8802
8840,subframe,8849
8864,inchoative_of,3248
8904,causative_of,492
8923,inheritance,8936
8923,inheritance,8962
8923,inheritance,8982
8923,inheritance,8993
8923,inheritance,9005
8923,inheritance,9019
8962,perspective_on,8950
8962,perspective_on,8972
9019,inheritance,9032
9246,inheritance,538
9542,inheritance,6342
9671,using,9662
9682,inheritance,638
9699,perspective_on,9715
9699,perspective_on,707
9715,inheritance,656
9730,causative_of,824
9730,inheritance,1258
9811,inheritance,8152
10077,using,10088
10136,perspective_on,184
10136,using,10143
10711,causative_of,8136
10834,causative_of,10843
10834,using,10843
11015,causative_of,11034
11023,subframe,11015
11027,subframe,11034
11301,perspective_on,2494
11566,precedes,11405
6005,inheritance,10767
6005,using,6015
7598,perspective_on,6232
7598,perspective_on,6249
7598,perspective_on,4311
7598,perspective_on,5928
7598,using,1493
13141,see_also,492
13141,see_also,220
13530,using,13503
13530,using,13509
13523,using,2897
13523,using,2890
5541,using,4956
6443,perspective_on,5541
11453,subframe,11504
11453,subframe,11757
11453,subframe,8206
11453,subframe,12042
11616,perspective_on,11418
11616,perspective_on,11434
11616,perspective_on,8368
11757,inheritance,11862
11757,inheritance,11902
12351,subframe,12602
895,using,1922
1922,inheritance,6413
1922,inheritance,8186
1922,using,6880
1922,using,5081
3546,inheritance,11397
3640,using,5010
4100,inheritance,10278
4127,inheritance,9908
4129,using,9829
4964,inheritance,5099
13130,inheritance,13509
9988,inheritance,2936
9988,inheritance,11165
9988,inheritance,11190
10057,inheritance,10093
10278,inheritance,10290
10278,inheritance,10485
13509,using,13490
11467,subframe,11945
11480,subframe,11679
11480,subframe,11772
11480,subframe,11907
4532,using,6902
10480,using,10496
1112,causative_of,1043
1112,inheritance,8341
8341,causative_of,6999
928,causative_of,4613
13184,perspective_on,1606
848,inheritance,9177
2661,causative_of,4471
7352,inheritance,7392
571,causative_of,34
571,inheritance,4893
571,inheritance,2813
571,inheritance,9117
571,see_also,2291
571,see_also,717
571,see_also,732
571,subframe,717
571,subframe,732
571,using,2291
618,inheritance,2617
618,inheritance,7366
618,inheritance,8560
689,using,5947
717,inheritance,2547
717,inheritance,10925
717,see_also,732
732,precedes,717
750,inheritance,592
750,inheritance,7321
750,inheritance,3294
750,inheritance,7502
750,subframe,7366
2291,inheritance,1805
2291,see_also,9117
2291,see_also,2339
2291,using,2339
3294,subframe,7406
3339,using,2597
3476,causative_of,3494
7321,subframe,7366
7366,inheritance,7406
7656,perspective_on,4515
7656,perspective_on,774
7745,perspective_on,2813
8560,inheritance,8421
8560,inheritance,8624
11468,subframe,11950
4214,inheritance,10958
6088,causative_of,6006
8359,inheritance,9260
9236,perspective_on,9260
9624,perspective_on,9628
9857,inheritance,9862
6006,inheritance,10768
6006,using,6016
37,inheritance,2755
37,inheritance,3509
37,inheritance,759
37,inheritance,682
37,inheritance,3340
37,see_also,759
37,see_also,4516
37,subframe,5091
37,using,785
37,using,151
37,using,601
37,using,711
37,using,3495
151,using,1662
159,inheritance,2507
159,inheritance,8291
159,using,2651
159,using,2646
159,using,8277
336,inheritance,4560
336,using,2869
759,inheritance,601
759,inheritance,7332
759,inheritance,3295
759,inheritance,7510
785,using,1373
1055,inheritance,7010
1055,inheritance,4738
1089,inheritance,4394
1247,subframe,13607
1247,subframe,1218
1247,subframe,5365
1383,inheritance,2249
1383,subframe,1663
1383,subframe,1741
1383,subframe,1718
1383,subframe,1698
1383,subframe,5523
1388,inheritance,9650
1388,inheritance,9644
1484,using,5038
1560,inheritance,2509
1560,inheritance,1663
1560,precedes,1556
1588,inheritance,5523
1588,precedes,1560
1599,inheritance,1732
1602,inheritance,1853
1698,inheritance,5091
1698,precedes,1853
1732,inheritance,10888
1732,using,10337
2235,inheritance,1341
2235,inheritance,1383
2235,inheritance,3017
2235,subframe,1560
2235,subframe,1588
2235,subframe,7867
2249,causative_of,4795
2319,inheritance,11404
2319,inheritance,11565
2365,inheritance,5341
2365,using,3009
2365,using,10567
2507,using,13244
3090,perspective_on,5177
3090,perspective_on,5184
3090,subframe,4833
3176,causative_of,8899
3197,causative_of,4738
3340,using,2596
3393,causative_of,3370
3483,causative_of,3495
3509,using,10796
3562,inheritance,7256
3712,inheritance,2507
3743,inheritance,8648
4270,precedes,2869
4619,using,6313
4833,perspective_on,2727
4833,perspective_on,3115
4868,inheritance,336
5163,causative_of,1560
5163,causative_of,5520
5177,subframe,2727
5184,subframe,3115
5365,using,13608
5523,precedes,1663
5960,inheritance,7332
6086,causative_of,6004
6472,inheritance,785
6472,using,5888
6518,see_also,7729
6518,using,7994
6764,inheritance,10337
6764,see_also,6901
7657,perspective_on,4516
7657,perspective_on,785
7729,inheritance,7994
7954,perspective_on,7943
7954,perspective_on,7936
8157,using,8167
8363,inheritance,9264
8392,inheritance,8197
8570,inheritance,8392
8570,inheritance,8609
8680,inheritance,8708
8680,inheritance,8739
8708,subframe,8665
8739,perspective_on,8756
8739,subframe,8770
8739,subframe,8693
10567,inheritance,10577
10577,using,10690
10964,perspective_on,10966
10964,perspective_on,10974
11088,inheritance,11110
11282,inheritance,11292
11404,precedes,11586
11439,precedes,11454
11454,subframe,11513
11454,subframe,11750
11454,subframe,8197
11454,subframe,12035
11481,subframe,11687
11481,subframe,11780
11481,subframe,11914
11501,using,3295
11501,subframe,11439
11501,subframe,11454
11501,subframe,11481
11513,perspective_on,12651
11513,perspective_on,12662
11565,precedes,11586
11565,precedes,11404
11611,perspective_on,11416
11611,perspective_on,11428
11611,perspective_on,12464
11750,inheritance,11855
11750,inheritance,11895
12373,subframe,2319
6004,inheritance,10772
13540,using,1247
13607,perspective_on,13549
13607,perspective_on,13547
13607,subframe,1218
6226,using,10321
1298,inheritance,8224
1298,inheritance,1004
1298,inheritance,9300
1298,precedes,6232
1298,inheritance,13163
5209,inheritance,5222
5209,inheritance,2444
5209,inheritance,10540
5209,inheritance,10638
5209,inheritance,13472
2424,using,1472
6767,inheritance,10340
6767,see_also,6902
8360,inheritance,9261
8534,inheritance,8538
8534,perspective_on,8400
8534,subframe,8545
8534,subframe,8553
8534,subframe,8565
7377,using,7446
7377,using,7455
7446,see_also,7455
5205,inheritance,5218
5205,inheritance,2445
5205,inheritance,10536
5205,inheritance,10634
5205,inheritance,13475
5205,inheritance,13567
10536,using,10550
182,inheritance,5005
182,inheritance,263
182,see_also,6287
263,using,4081
6549,using,6570
10137,perspective_on,182
10137,using,10144
3538,inheritance,8505
290,using,2128
290,using,6279
13244,using,2507
83,inheritance,7531
3089,perspective_on,5176
3089,perspective_on,5183
3089,subframe,4824
3089,subframe,4834
4824,perspective_on,3100
4824,precedes,4834
4834,perspective_on,2726
4834,perspective_on,3108
5176,subframe,2726
5176,subframe,3132
5183,subframe,3100
5183,subframe,3108
1058,inheritance,7012
1058,inheritance,4732
8344,causative_of,7001
8356,causative_of,7015
7742,perspective_on,2810
7742,perspective_on,2826
7742,using,4204
2653,causative_of,4466
3000,using,4785
3770,causative_of,3000
8687,inheritance,8715
8687,inheritance,8746
8715,subframe,8727
8715,subframe,8672
8746,perspective_on,8762
8746,subframe,8777
8746,subframe,8699
11511,perspective_on,12671
11612,perspective_on,11429
13177,perspective_on,9918
12296,inchoative_of,5729
9867,inheritance,13584
612,inheritance,2605
612,inheritance,7344
612,inheritance,8555
612,precedes,550
612,using,7303
726,precedes,705
2832,using,2814
3477,causative_of,3497
7746,perspective_on,2814
7746,perspective_on,2832
8011,perspective_on,9681
8011,perspective_on,726
8555,inheritance,8416
8555,inheritance,8619
9681,inheritance,637
13551,precedes,1216
193,using,300
2562,inheritance,8170
2562,using,4218
2562,using,4699
4690,using,7617
4690,using,798
10810,using,2446
3008,precedes,7719
1057,inheritance,7011
1057,inheritance,4731
1057,using,5127
8343,causative_of,7002
925,causative_of,4615
3214,causative_of,3226
3394,causative_of,3369
3672,causative_of,3277
5857,subframe,3226
8355,causative_of,7014
3695,using,1255
1454,inheritance,9353
1454,inheritance,9625
13597,using,6053
13597,using,13484
81,inheritance,7528
164,inheritance,2501
164,inheritance,8295
164,using,2655
164,using,8281
579,inheritance,4890
579,inheritance,2810
579,inheritance,9122
579,see_also,665
579,see_also,738
579,see_also,643
579,using,2481
579,using,2501
1091,inheritance,4396
1091,perspective_on,4058
1091,using,11107
1264,inheritance,2145
1264,using,4182
1264,using,10698
1264,using,7829
2103,inheritance,2159
2103,inheritance,2145
2103,inheritance,2178
2103,inheritance,3359
2501,using,13245
2671,inheritance,5478
2702,inheritance,3876
2702,inheritance,2671
2702,inheritance,3837
2702,inheritance,2459
2702,inheritance,7493
2702,inheritance,2379
2702,inheritance,81
2702,inheritance,7367
2702,inheritance,2551
3740,inheritance,8649
3781,using,4204
3962,inheritance,3318
3988,using,3946
5837,inheritance,10209
7493,using,7479
7615,inheritance,5837
7615,inheritance,5845
7623,perspective_on,7615
7666,perspective_on,2379
7666,perspective_on,2368
8017,perspective_on,9687
8017,perspective_on,738
8679,inheritance,8707
8679,inheritance,8738
8707,subframe,8721
8707,subframe,8664
8738,perspective_on,8755
8738,subframe,8769
8846,subframe,8808
8846,subframe,8812
8846,subframe,8855
9320,inheritance,2368
9687,inheritance,643
9707,perspective_on,9724
9724,inheritance,665
9736,inheritance,1264
13552,precedes,1214
6218,using,10313
7344,inheritance,7384
1660,using,4712
965,see_also,3634
4533,using,6901
4533,using,6764
11915,using,4378
1429,inheritance,10784
1429,using,8245
3577,using,5309
331,inheritance,4563
2195,inheritance,9798
2195,using,5810
4870,inheritance,331
9190,inheritance,3050
1238,subframe,5360
4667,causative_of,171
4667,using,6311
4805,inheritance,8070
4805,using,4814
10540,using,10554
8,inheritance,3651
20,inheritance,388
20,inheritance,6182
20,inheritance,354
20,inheritance,373
20,inheritance,424
20,inheritance,7705
20,perspective_on,9206
20,using,2963
20,using,347
20,using,458
20,using,2673
20,using,1001
20,using,316
20,using,1348
20,using,322
20,using,2327
20,using,334
20,using,2142
20,using,402
20,using,411
20,using,4355
20,using,3052
20,using,6722
20,using,7412
20,using,7183
20,using,9192
20,using,436
39,inheritance,2758
39,inheritance,3511
39,inheritance,749
39,inheritance,677
39,inheritance,3348
39,see_also,2292
39,see_also,773
39,see_also,749
39,see_also,4512
39,subframe,7308
39,subframe,5089
39,using,773
39,using,144
39,using,2292
39,using,591
39,using,613
39,using,2636
39,using,2576
39,using,727
39,using,706
39,using,3498
39,using,1445
39,using,6645
39,using,7420
62,inheritance,2214
62,inheritance,3206
62,inheritance,1124
62,inheritance,3774
62,inheritance,576
62,inheritance,3190
62,inheritance,3237
62,inheritance,5872
62,inheritance,2975
62,inheritance,5169
62,inheritance,5471
62,inheritance,3947
62,inheritance,4767
62,inheritance,2649
62,inheritance,6146
62,inheritance,2851
62,inheritance,514
62,inheritance,3989
62,inheritance,3963
62,inheritance,7114
62,inheritance,3673
62,inheritance,3402
62,inheritance,2742
62,inheritance,4409
62,inheritance,4446
62,inheritance,930
62,inheritance,6463
62,inheritance,3981
62,inheritance,7895
62,inheritance,4494
62,inheritance,8252
62,inheritance,3412
62,inheritance,9608
62,inheritance,9509
62,inheritance,9684
62,inheritance,727
62,inheritance,706
62,inheritance,9717
62,inheritance,3060
62,inheritance,9731
62,inheritance,10356
62,inheritance,9883
62,inheritance,11196
73,inheritance,7522
108,causative_of,4683
123,causative_of,8118
144,using,1653
160,inheritance,2502
160,inheritance,8290
160,using,2649
160,using,8276
185,inheritance,5000
185,inheritance,262
185,see_also,6290
185,see_also,1536
185,using,5068
185,using,1536
197,using,302
212,using,4728
212,using,8048
222,inheritance,4319
222,inheritance,5381
222,using,5496
222,using,5773
222,inheritance,13142
222,inheritance,4441
222,inheritance,6938
222,inheritance,11151
234,inchoative_of,185
234,inheritance,10019
252,using,6362
262,using,4084
287,see_also,2121
287,using,2121
287,using,6278
296,using,4994
302,inheritance,2686
302,inheritance,5777
302,inheritance,7611
302,inheritance,5496
322,using,6022
322,using,6803
334,inheritance,4561
402,using,4267
411,inheritance,10779
411,inheritance,9891
424,using,7199
436,inheritance,5440
436,inheritance,7167
436,inheritance,7126
436,inheritance,4656
436,inheritance,4084
436,inheritance,9480
436,using,2121
436,using,5792
436,using,7022
436,using,4876
436,inheritance,12693
493,inheritance,8956
493,inheritance,3555
493,using,9289
514,causative_of,525
514,using,7156
514,metaphorical_projection,6627
551,inheritance,8546
551,inheritance,10365
576,causative_of,39
576,inheritance,4885
576,inheritance,2815
576,inheritance,9121
576,see_also,2292
576,see_also,658
576,see_also,706
576,see_also,727
576,see_also,640
576,subframe,706
576,subframe,727
576,using,2292
576,using,2480
576,using,2502
576,using,2576
613,inheritance,2607
613,inheritance,7345
613,inheritance,8556
613,precedes,551
613,using,7295
688,using,5946
706,inheritance,2540
706,inheritance,10914
706,see_also,727
706,see_also,658
706,using,5745
706,using,4898
706,using,6692
706,using,6736
727,precedes,706
727,using,5733
749,inheritance,591
749,inheritance,7320
749,inheritance,3297
749,inheritance,7501
749,subframe,7345
773,using,1371
799,see_also,851
799,using,302
830,see_also,4783
