superFE,relation,subFE
223,inheritance,5383
223,using,5494
223,inheritance,13144
223,inheritance,4440
223,inheritance,6949
223,inheritance,11148
253,using,6363
288,see_also,2122
288,using,2122
303,inheritance,2687
303,inheritance,5778
303,inheritance,7612
303,inheritance,5494
335,inheritance,4562
412,inheritance,10780
412,inheritance,9892
426,using,7201
437,inheritance,5442
437,inheritance,7169
437,inheritance,7127
437,inheritance,4657
437,inheritance,4090
437,inheritance,9485
437,using,2122
437,using,5793
437,using,7023
437,using,4875
437,inheritance,12695
552,inheritance,8547
552,inheritance,10366
575,inheritance,4891
575,inheritance,2816
575,inheritance,9120
575,see_also,2296
575,see_also,659
575,see_also,709
575,see_also,728
575,see_also,641
575,subframe,709
575,subframe,728
575,using,2288
575,using,2296
575,using,2477
575,using,2504
575,using,2577
614,inheritance,2606
614,inheritance,7346
614,inheritance,8557
614,precedes,552
692,using,5950
709,inheritance,2542
709,inheritance,10917
709,see_also,728
709,see_also,659
709,using,5747
709,using,4903
709,using,6695
728,precedes,709
728,using,5734
756,inheritance,596
756,inheritance,7322
756,inheritance,3298
756,inheritance,7507
756,subframe,7346
778,using,1372
800,see_also,853
800,using,303
853,inheritance,9182
879,causative_of,891
879,using,13166
879,see_also,13166
976,subframe,1809
976,using,5686
1003,using,1028
1028,using,1036
1070,inheritance,1036
1082,inheritance,4395
1082,perspective_on,4061
1099,using,1137
1120,inheritance,8349
1231,inheritance,8202
1243,subframe,1215
1260,inheritance,2146
1260,using,4181
1260,using,10695
1260,using,7825
1297,inheritance,8223
1297,inheritance,1003
1297,inheritance,9299
1297,precedes,6231
1297,inheritance,13166
1520,inheritance,1764
1520,inheritance,1838
1520,inheritance,6062
1520,inheritance,6504
1520,inheritance,6606
1520,inheritance,10966
1520,using,9568
1573,precedes,1670
1670,inheritance,10992
1670,precedes,1712
1670,precedes,1684
1670,precedes,1699
1670,using,2650
1684,inheritance,9436
1739,perspective_on,8496
1821,inheritance,2066
1821,inheritance,2041
1831,inheritance,2054
1831,inheritance,3911
1831,inheritance,6402
1831,inheritance,3903
1831,inheritance,1749
1831,inheritance,1359
1955,inheritance,2143
1955,inheritance,2206
1955,inheritance,2624
1955,inheritance,2701
1955,inheritance,3703
1955,inheritance,3426
1955,inheritance,756
1955,inheritance,800
1955,inheritance,1684
1955,inheritance,4928
1955,inheritance,5155
1955,inheritance,3128
1955,inheritance,3139
1955,inheritance,5280
1955,inheritance,5590
1955,inheritance,5628
1955,inheritance,6623
1955,inheritance,6619
1955,inheritance,4592
1955,inheritance,4014
1955,inheritance,4677
1955,inheritance,1349
1955,inheritance,3739
1955,inheritance,3722
1955,inheritance,3595
1955,inheritance,7737
1955,inheritance,7801
1955,inheritance,1520
1955,inheritance,7817
1955,inheritance,1215
1955,inheritance,1372
1955,inheritance,7543
1955,inheritance,1082
1955,inheritance,8395
1955,inheritance,9046
1955,inheritance,9194
1955,inheritance,10184
1955,inheritance,10605
1955,inheritance,9551
1955,inheritance,7602
1955,inheritance,8874
1955,inheritance,9802
1955,inheritance,2789
1955,using,2317
1955,using,2527
1955,using,2914
1955,using,4213
1955,using,6585
1955,inheritance,13467
1955,inheritance,13519
1955,inheritance,13521
1955,inheritance,13515
2097,inheritance,2160
2097,inheritance,2146
2097,inheritance,2179
2097,inheritance,3361
2122,inheritance,4577
2122,inheritance,7215
2206,inheritance,2767
2206,inheritance,2097
2206,inheritance,2519
2206,inheritance,2247
2206,inheritance,4061
2206,inheritance,1940
2206,inheritance,2362
2206,inheritance,2394
2206,inheritance,3102
2206,inheritance,2800
2206,inheritance,3821
2206,inheritance,1417
2206,inheritance,3149
2206,inheritance,5344
2206,inheritance,4903
2206,inheritance,6164
2206,inheritance,6129
2206,inheritance,7573
2206,inheritance,4203
2206,inheritance,1642
2206,inheritance,110
2206,inheritance,2430
2206,inheritance,2477
2206,inheritance,165
2206,inheritance,3035
2206,inheritance,3182
2206,inheritance,1070
2206,inheritance,3903
2206,inheritance,4423
2206,inheritance,1243
2206,inheritance,5397
2206,inheritance,9324
2206,inheritance,9371
2206,inheritance,10714
2206,inheritance,6258
2206,inheritance,8907
2206,inheritance,6094
2206,inheritance,8474
2206,inheritance,7645
2206,inheritance,10840
2206,inheritance,8892
2206,inheritance,10517
2206,inheritance,125
2206,inheritance,11158
2206,inheritance,11177
2206,inheritance,10249
2206,inheritance,9425
2206,using,1504
2206,using,4037
2206,using,2527
2206,inheritance,13521
2247,see_also,2554
2247,using,2554
2296,inheritance,1799
2296,see_also,9120
2296,using,2336
2317,subframe,4756
2317,inheritance,11408
2317,inheritance,11570
2362,inheritance,5338
2477,causative_of,4633
2565,inheritance,8173
2624,inheritance,2633
2624,inheritance,5912
2674,inheritance,5481
2701,inheritance,3878
2701,inheritance,2674
2701,inheritance,3833
2701,inheritance,2463
2701,inheritance,7494
2701,inheritance,2383
2701,inheritance,72
2701,inheritance,7371
2701,inheritance,2554
2743,inheritance,11079
2743,using,1504
2743,using,11054
2816,using,4203
2827,using,2816
3035,inheritance,7714
3035,using,10581
3059,inheritance,2701
3298,subframe,7386
3646,using,9093
3703,inheritance,2504
3739,inheritance,8651
3782,using,4203
3903,inheritance,1099
3911,inheritance,10974
3948,causative_of,8111
3964,inheritance,3320
3990,using,3948
4037,perspective_on,6831
4037,perspective_on,6815
4061,inheritance,8027
4061,inheritance,8815
4061,inheritance,10463
4061,inheritance,10613
4061,using,5989
4213,inheritance,10957
4213,using,91
4500,inheritance,4529
4500,inheritance,7879
4500,using,6164
4500,inheritance,5686
4529,using,6894
4548,inheritance,1099
4548,inheritance,1359
4548,inheritance,1799
4548,inheritance,1417
4548,inheritance,1372
4548,inheritance,4181
4548,inheritance,1137
4592,inchoative_of,1179
4633,inheritance,9551
4633,inheritance,9618
4657,inheritance,10902
4657,inheritance,1028
4722,inheritance,7023
4756,perspective_on,9133
4756,using,9133
4875,inheritance,335
5280,inheritance,4483
5280,using,5292
5313,inheritance,4548
5383,see_also,1243
5397,inheritance,6470
5397,inheritance,2827
5397,inheritance,9491
5397,inheritance,10026
5494,inheritance,9764
5590,see_also,5344
5590,using,5686
5660,subframe,3911
5829,inheritance,10201
5917,using,6894
5950,inheritance,7322
5950,subframe,614
5950,subframe,552
6043,inheritance,6858
6221,using,10316
6231,inheritance,7922
6231,inheritance,8304
6231,inheritance,10268
6231,using,4756
6231,using,8320
6375,inheritance,2565
6470,inheritance,778
6470,see_also,5397
6470,using,5880
7201,inheritance,7234
7322,subframe,7346
7346,inheritance,7386
7494,using,7480
7535,using,7817
7543,inheritance,7535
7612,inheritance,5829
7612,inheritance,5846
7620,perspective_on,7612
7620,perspective_on,2565
7670,perspective_on,2383
7670,perspective_on,2372
7737,inheritance,8002
7748,perspective_on,2816
7748,perspective_on,2827
7748,using,4203
7894,inheritance,7907
7894,using,8651
8015,perspective_on,9685
8015,perspective_on,728
8104,perspective_on,8091
8104,perspective_on,8111
8120,inheritance,8104
8223,inheritance,6375
8271,inheritance,7748
8304,using,4203
8395,inheritance,8202
8408,inheritance,8581
8474,inheritance,879
8547,inheritance,8408
8547,inheritance,8597
8547,precedes,8573
8557,inheritance,8418
8557,inheritance,8621
8573,inheritance,8395
8573,inheritance,8612
8573,precedes,8557
8597,perspective_on,8581
8597,precedes,8612
8612,precedes,8621
8682,inheritance,8710
8682,inheritance,8741
8710,subframe,8723
8710,subframe,8667
8741,perspective_on,8758
8741,subframe,8772
8741,subframe,8695
8815,precedes,8804
8815,precedes,8851
8842,subframe,8804
8842,subframe,8815
8842,subframe,8851
9046,precedes,6623
9133,using,9154
9194,inheritance,3054
9207,inheritance,9224
9324,inheritance,2372
9371,inheritance,21
9436,inheritance,4756
9496,inheritance,9667
9530,inheritance,1318
9530,inheritance,9540
9540,inheritance,6346
9551,precedes,9559
9685,inheritance,641
9702,perspective_on,9718
9702,perspective_on,709
9718,inheritance,659
9732,inheritance,1260
9764,inheritance,9754
9995,using,10054
10007,perspective_on,9995
10007,perspective_on,9999
10076,using,10087
10366,using,10385
10408,subframe,778
10408,subframe,10385
10408,subframe,6221
11127,inheritance,2687
11127,inheritance,9485
11127,see_also,2687
11148,using,4529
11158,using,11148
11288,inheritance,11294
1749,inheritance,7759
1749,using,6815
1749,using,8173
1764,inheritance,7774
1764,using,6831
1809,subframe,2041
1809,subframe,2066
1838,using,8144
2041,perspective_on,2054
2041,perspective_on,1838
2054,inheritance,8144
2054,using,2160
2054,using,8144
2066,perspective_on,1749
2066,perspective_on,1764
2066,using,6858
11408,precedes,11590
11443,precedes,11457
11443,subframe,11798
11443,subframe,11828
11457,precedes,11472
11457,subframe,11753
11457,subframe,8202
11457,subframe,12038
11472,subframe,11947
11485,subframe,1749
11485,subframe,11684
11485,subframe,11777
11485,subframe,11911
11485,subframe,5686
11498,using,3298
11498,subframe,11443
11498,subframe,11457
11498,subframe,11472
11498,subframe,11485
11570,precedes,11590
11570,precedes,11408
11613,perspective_on,11419
11613,perspective_on,11431
11613,perspective_on,12460
11753,inheritance,11858
11753,inheritance,11898
11777,precedes,1749
11828,precedes,11798
11911,using,4384
7602,inheritance,8271
7602,inheritance,8682
7602,inheritance,9496
7602,subframe,1297
7602,subframe,6231
7602,subframe,4283
13144,see_also,223
13585,precedes,1215
340,inheritance,4563
4871,inheritance,340
11458,precedes,11464
11458,subframe,11756
11458,subframe,12041
11756,inheritance,11861
11756,inheritance,11901
7041,inheritance,7048
401,using,4269
422,using,7197
2681,using,2895
2895,inheritance,4384
2895,inheritance,10655
2895,inheritance,13487
3648,using,9095
6021,inheritance,10733
6021,using,6194
6194,inheritance,6907
7197,inheritance,7230
6563,using,10532
7053,inheritance,7073
7053,inheritance,10432
7053,inheritance,13508
10432,inheritance,10440
13508,using,13537
13508,using,13460
10544,using,10558
3914,inheritance,10979
5661,subframe,3914
553,inheritance,8548
553,inheritance,10367
616,inheritance,2610
616,inheritance,7355
616,inheritance,8559
616,precedes,553
8409,inheritance,8582
8548,inheritance,8409
8548,inheritance,8598
8559,inheritance,8420
8559,inheritance,8623
8598,perspective_on,8582
1750,inheritance,7760
1765,inheritance,7775
11781,precedes,1750
1920,inheritance,6411
1920,inheritance,8184
4097,inheritance,10275
5061,using,13230
8451,inheritance,10495
9356,inheritance,2201
9356,inheritance,13539
10275,inheritance,10287
10275,inheritance,10482
12364,subframe,12605
13532,using,13604
13559,using,13604
2141,causative_of,2195
6204,inheritance,6449
6204,see_also,3750
8402,inheritance,8531
8402,subframe,8404
8402,subframe,8390
8404,inheritance,8577
8404,precedes,8390
8531,subframe,8577
8536,inheritance,8540
8536,perspective_on,8402
8536,subframe,8543
8536,subframe,8568
8540,perspective_on,8531
8540,subframe,8593
8540,subframe,8607
8543,inheritance,8404
8543,inheritance,8593
8543,precedes,8568
8593,perspective_on,8577
8593,precedes,8607
11495,subframe,11444
11495,subframe,11459
11495,subframe,11467
11495,subframe,11486
6523,using,7999
7564,causative_of,4449
11782,precedes,11342
9142,using,9162
4961,inheritance,4965
4961,inheritance,1334
4965,inheritance,5100
5200,inheritance,5213
5200,inheritance,2448
5200,inheritance,10531
5200,inheritance,10629
5200,inheritance,12338
5200,inheritance,12318
5200,inheritance,13492
5200,inheritance,13574
9989,inheritance,2933
9989,inheritance,11166
9989,inheritance,11191
10531,using,10545
11444,precedes,11459
11444,subframe,11825
11459,precedes,11465
11459,subframe,11754
11459,subframe,12039
11486,subframe,11681
11486,subframe,11774
11486,subframe,5678
12318,inheritance,12343
2566,inheritance,8174
6374,inheritance,2566
8222,inheritance,6374
8683,inheritance,8711
8683,inheritance,8742
8711,subframe,8668
8742,subframe,8773
9495,inheritance,9668
7601,inheritance,8270
7601,inheritance,8683
7601,inheritance,9495
7601,subframe,1296
3541,inheritance,8508
7696,inheritance,8930
7696,perspective_on,495
7696,perspective_on,3541
7696,using,476
8930,inheritance,8943
8930,inheritance,8966
8930,inheritance,8985
8930,inheritance,8999
8930,inheritance,9011
8930,inheritance,9026
8966,perspective_on,8955
8966,perspective_on,8976
9026,inheritance,9038
4096,inheritance,10274
10274,inheritance,10286
10274,inheritance,10481
1544,using,6368
4960,inheritance,4964
4960,inheritance,1331
549,inheritance,8544
549,inheritance,10363
611,inheritance,2615
611,inheritance,7343
611,inheritance,8554
611,precedes,549
611,using,7296
704,inheritance,2544
704,inheritance,10912
704,see_also,725
704,see_also,654
725,precedes,704
1044,inheritance,7000
1044,inheritance,4737
1117,causative_of,1044
1117,inheritance,8346
2332,using,6044
2833,using,2817
3479,causative_of,3499
4044,perspective_on,6838
4044,perspective_on,6822
4075,inheritance,8830
4075,inheritance,10475
4075,inheritance,10628
4812,inheritance,8076
4812,using,4815
6044,inheritance,6859
7343,inheritance,7383
7749,perspective_on,2817
7749,perspective_on,2833
8010,perspective_on,9680
8010,perspective_on,725
8346,causative_of,7000
8405,inheritance,8578
8544,inheritance,8405
8544,inheritance,8594
8554,inheritance,8415
8554,inheritance,8618
8594,perspective_on,8578
9680,inheritance,636
9697,perspective_on,9713
9697,perspective_on,704
9713,inheritance,654
10363,using,10382
11446,subframe,11796
11446,subframe,11832
11832,precedes,11796
766,inheritance,7327
10933,see_also,510
10067,using,50
2652,causative_of,4467
12216,subframe,11582
4,inheritance,3645
25,using,442
42,inheritance,2759
42,inheritance,3519
42,inheritance,761
42,inheritance,681
42,inheritance,3352
42,subframe,5086
42,using,784
42,using,152
42,using,2297
42,using,606
42,using,2578
42,using,712
42,using,3491
42,using,6647
42,using,7425
42,using,2018
64,inheritance,2210
64,inheritance,3209
64,inheritance,1125
64,inheritance,3775
64,inheritance,580
64,inheritance,3192
64,inheritance,3239
64,inheritance,5868
64,inheritance,2977
64,inheritance,5170
64,inheritance,5466
64,inheritance,3950
64,inheritance,4773
64,inheritance,2645
64,inheritance,6144
64,inheritance,2841
64,inheritance,517
64,inheritance,3991
64,inheritance,3965
64,inheritance,7110
64,inheritance,3674
64,inheritance,3395
64,inheritance,2741
64,inheritance,4404
64,inheritance,4447
64,inheritance,937
64,inheritance,6458
64,inheritance,3980
64,inheritance,7897
64,inheritance,4502
64,inheritance,8248
64,inheritance,3414
64,inheritance,9610
64,inheritance,9511
64,inheritance,9689
64,inheritance,736
64,inheritance,712
64,inheritance,9722
64,inheritance,3061
64,inheritance,9733
64,inheritance,10358
64,inheritance,9885
64,inheritance,11197
79,inheritance,7529
114,causative_of,4686
130,causative_of,8123
166,inheritance,2498
166,inheritance,8289
166,using,2645
166,using,8275
238,inheritance,10020
238,using,10001
324,using,6805
339,inheritance,4566
339,using,2873
339,using,9557
428,using,7203
442,inheritance,5447
442,inheritance,7174
442,inheritance,7136
442,inheritance,4660
442,inheritance,4083
442,inheritance,9484
442,using,2130
442,using,5798
442,using,7027
442,using,4874
442,inheritance,12691
517,causative_of,530
517,using,7159
517,metaphorical_projection,6625
565,inheritance,10379
580,inheritance,4889
580,inheritance,2822
580,inheritance,9123
580,see_also,2297
580,see_also,663
580,see_also,712
580,see_also,736
580,see_also,645
580,subframe,712
580,using,2297
580,using,2478
580,using,2498
580,using,2578
622,inheritance,2613
622,inheritance,7350
622,inheritance,8562
696,using,5954
712,inheritance,2545
712,inheritance,10920
712,see_also,663
712,using,5750
712,using,6697
712,using,6739
736,precedes,712
761,inheritance,606
761,inheritance,7326
761,inheritance,3314
761,inheritance,7512
761,subframe,7350
784,using,1374
839,see_also,4784
839,using,393
884,using,13171
884,see_also,13171
1017,inheritance,1817
1017,inheritance,2024
1017,inheritance,4
1017,inheritance,8379
1017,inheritance,8444
1017,inheritance,5899
1017,inheritance,565
1017,inheritance,622
1017,inheritance,1132
1017,inheritance,7980
1017,inheritance,10047
1017,using,1390
1017,using,1485
1017,using,278
1017,using,1691
1017,using,1568
1017,using,1736
1017,using,1713
1017,using,1287
1032,causative_of,3532
1059,inheritance,7013
1059,inheritance,4740
1059,using,9474
1084,inheritance,4389
1084,perspective_on,4062
1084,using,11104
1100,using,1139
1125,causative_of,1059
1125,inheritance,8354
1246,subframe,1217
1246,using,13480
1246,subframe,5364
1261,inheritance,2147
1261,using,4178
1261,using,10696
1261,using,7827
1283,inheritance,3621
1301,inheritance,8227
1301,inheritance,1012
1301,inheritance,9303
1301,precedes,6235
1301,inheritance,13171
1337,precedes,1990
1337,subframe,1347
1337,subframe,1433
1337,subframe,1441
1384,inheritance,2244
1384,subframe,1680
1384,subframe,1665
1384,subframe,1736
1384,subframe,1713
1384,subframe,1691
1384,subframe,1568
1384,subframe,5525
1390,inheritance,9652
1390,inheritance,9646
1433,precedes,1441
1441,precedes,1347
1456,inchoative_of,1562
1456,inheritance,1568
1456,inheritance,11314
1456,precedes,1562
1516,inheritance,1769
1516,inheritance,1843
1516,inheritance,6058
1516,inheritance,6500
1516,inheritance,6602
1516,inheritance,10972
1516,using,9564
1547,inheritance,1691
1547,precedes,7854
1562,inheritance,2511
1562,inheritance,1665
1562,precedes,2220
1562,precedes,1547
1562,precedes,7858
1568,precedes,1665
1590,inheritance,5525
1590,precedes,1562
1665,inheritance,10989
1665,precedes,1713
1665,precedes,1680
1665,precedes,1691
1665,using,2645
1665,using,6674
1665,using,8334
1680,inheritance,9438
1691,inheritance,5086
1817,inheritance,2072
1817,inheritance,2046
1817,perspective_on,3913
1817,perspective_on,1516
1827,inheritance,2059
1827,inheritance,3913
1827,inheritance,6398
1827,inheritance,3900
1827,inheritance,1754
1827,inheritance,1353
1952,inheritance,2138
1952,inheritance,2210
1952,inheritance,2620
1952,inheritance,2694
1952,inheritance,3704
1952,inheritance,3427
1952,inheritance,751
1952,inheritance,761
1952,inheritance,803
1952,inheritance,1680
1952,inheritance,4925
1952,inheritance,5152
1952,inheritance,3123
1952,inheritance,3134
1952,inheritance,5283
1952,inheritance,5587
1952,inheritance,5625
1952,inheritance,6625
1952,inheritance,6613
1952,inheritance,4597
1952,inheritance,4011
1952,inheritance,4667
1952,inheritance,1347
1952,inheritance,3737
1952,inheritance,3727
1952,inheritance,3599
1952,inheritance,7731
1952,inheritance,7798
1952,inheritance,1516
1952,inheritance,7816
1952,inheritance,1217
1952,inheritance,1374
1952,inheritance,7548
1952,inheritance,1084
1952,inheritance,8394
1952,inheritance,9043
1952,inheritance,9189
1952,inheritance,10181
1952,inheritance,10600
1952,inheritance,9550
1952,inheritance,7604
1952,inheritance,8875
1952,inheritance,9805
1952,inheritance,2783
1952,using,2530
1952,using,2917
1952,using,4212
1952,using,6588
1952,using,3737
1952,using,3532
1952,using,6763
1952,using,3692
1952,using,10449
1952,inheritance,13515
1952,inheritance,13548
1977,subframe,2882
1977,subframe,1337
1977,subframe,1990
1977,subframe,1998
1990,perspective_on,3080
1990,precedes,2882
1990,subframe,3049
1990,subframe,2873
1990,subframe,4266
1998,precedes,1337
1998,using,4228
2024,inheritance,1516
2100,inheritance,2161
2100,inheritance,2147
2100,inheritance,2180
2100,inheritance,3362
2130,inheritance,4578
2130,inheritance,7219
2130,using,5804
2210,inheritance,2764
2210,inheritance,2100
2210,inheritance,2516
2210,inheritance,2244
2210,inheritance,4062
2210,inheritance,1942
2210,inheritance,2359
2210,inheritance,2397
2210,inheritance,3095
2210,inheritance,2806
2210,inheritance,3817
2210,inheritance,1420
2210,inheritance,3143
2210,inheritance,5347
2210,inheritance,4899
2210,inheritance,6165
2210,inheritance,6130
2210,inheritance,7570
2210,inheritance,4201
2210,inheritance,1639
2210,inheritance,114
2210,inheritance,2431
2210,inheritance,2478
2210,inheritance,166
2210,inheritance,3038
2210,inheritance,3180
2210,inheritance,1075
2210,inheritance,3900
2210,inheritance,4428
2210,inheritance,1246
2210,inheritance,5394
2210,inheritance,9321
2210,inheritance,1998
2210,inheritance,9375
2210,inheritance,10716
2210,inheritance,6260
2210,inheritance,8919
2210,inheritance,6090
2210,inheritance,8479
2210,inheritance,7638
2210,inheritance,10839
2210,inheritance,8885
2210,inheritance,10520
2210,inheritance,130
2210,inheritance,11159
2210,inheritance,11174
2210,inheritance,10247
2210,inheritance,9423
2210,using,1507
2210,using,2530
2210,inheritance,13548
2210,inheritance,9575
2220,inheritance,1680
2220,precedes,2236
2231,inheritance,1337
2231,inheritance,1384
2231,inheritance,3016
2231,subframe,2236
2231,subframe,1562
2231,subframe,2220
2231,subframe,1590
2231,subframe,1456
2231,subframe,1547
2231,subframe,7854
2231,subframe,7858
2236,inheritance,1857
2244,causative_of,4789
2244,see_also,2553
2244,using,2553
2282,using,517
2282,using,10857
2297,inheritance,1793
2297,see_also,9123
2297,see_also,2347
2297,using,2347
2347,using,6039
2347,using,7090
2359,inheritance,5335
2359,using,1998
2359,using,3005
2359,using,3716
2359,using,10563
2478,causative_of,4634
2498,using,13248
2511,precedes,2857
2567,inheritance,8175
2620,inheritance,2629
2620,inheritance,5908
2645,causative_of,4470
2672,inheritance,5479
2672,using,2896
2694,inheritance,3871
2694,inheritance,2672
2694,inheritance,3832
2694,inheritance,2460
2694,inheritance,7491
2694,inheritance,2380
2694,inheritance,79
2694,inheritance,7379
2694,inheritance,2553
2741,inheritance,11077
2741,precedes,11038
2741,using,1507
2741,using,11052
2764,causative_of,4647
2822,using,4201
2829,using,2822
2838,precedes,2511
2841,causative_of,7585
2854,subframe,2838
2854,subframe,2857
2854,subframe,2511
2854,subframe,6311
2857,precedes,7585
2873,precedes,3049
2929,inheritance,2259
2929,inheritance,6329
2990,using,4784
3024,inchoative_of,4460
3024,inheritance,4703
3038,inheritance,7717
3038,using,10584
3061,inheritance,2694
3180,causative_of,8897
3192,causative_of,4740
3209,causative_of,3230
3314,subframe,7390
3352,using,2595
3395,causative_of,3371
3427,using,6914
3427,using,7276
3519,using,6329
3519,using,10789
3532,inheritance,3427
3532,see_also,3427
3532,inheritance,6895
3547,inheritance,11519
3547,inheritance,11675
3561,inheritance,7255
3561,using,6154
3621,see_also,7842
3621,see_also,6752
3621,using,7259
3621,using,9575
3641,using,5009
3641,using,9968
3645,causative_of,1456
3645,using,9092
3674,causative_of,3279
3692,using,1261
3704,inheritance,2498
3737,inheritance,8652
3752,see_also,6208
3752,using,10815
3775,causative_of,2990
3775,using,4201
3832,precedes,10758
3900,inheritance,1100
3913,inheritance,10980
3950,causative_of,8110
3965,inheritance,3322
3991,using,3950
4062,inheritance,8028
4062,inheritance,8816
4062,inheritance,10464
4062,inheritance,10614
4062,using,5990
4168,inheritance,6479
4168,inheritance,8242
4168,using,7562
4212,inheritance,10956
4266,precedes,2873
4309,causative_of,6235
4309,inheritance,5300
4404,causative_of,543
4404,inheritance,2180
4404,using,7920
4428,inheritance,3256
4447,causative_of,6752
4460,inheritance,10219
4460,see_also,8453
4460,using,8521
4502,inheritance,5682
4538,using,6895
4538,using,6763
4551,inheritance,1100
4551,inheritance,1353
4551,inheritance,1793
4551,inheritance,1420
4551,inheritance,1374
4551,inheritance,4178
4551,inheritance,1139
4634,inheritance,9550
4634,inheritance,9620
4660,inheritance,10905
4660,inheritance,1032
4725,inheritance,7027
4759,perspective_on,9136
4759,using,9136
4773,causative_of,839
4806,inheritance,8071
4806,using,4816
4826,perspective_on,3095
4826,perspective_on,3123
4836,perspective_on,2731
4836,perspective_on,3110
4843,inheritance,3143
4843,inheritance,3134
4874,inheritance,339
4889,causative_of,3352
4917,inheritance,8394
4917,using,2259
5249,using,1012
5260,inheritance,64
5260,inheritance,7964
5283,inheritance,4485
5283,using,5291
5311,inheritance,4551
5380,see_also,1246
5394,inheritance,6467
5394,inheritance,2829
5394,inheritance,9490
5394,inheritance,10023
5466,causative_of,2220
5499,inheritance,9767
5525,precedes,1665
5540,using,6208
5587,see_also,5347
5587,using,5682
5861,subframe,3230
5899,inheritance,428
5899,inheritance,2100
5899,using,10614
5918,using,6895
5941,using,10105
5941,using,1084
5954,inheritance,7326
6024,inheritance,10736
6024,using,6196
6039,inheritance,6854
6137,inheritance,10114
6144,causative_of,1590
6196,inheritance,6909
6208,inheritance,6451
6208,see_also,3752
6225,using,10320
6235,inheritance,7920
6235,inheritance,8308
6235,inheritance,10262
6235,using,4759
6235,using,8323
6260,causative_of,6269
6379,inheritance,2567
6389,using,7054
6389,inheritance,12349
6434,using,6154
6442,perspective_on,6434
6442,perspective_on,5540
6451,perspective_on,3752
6451,perspective_on,5583
6451,using,6520
6458,causative_of,3752
6467,inheritance,784
6467,see_also,5394
6467,using,5889
6479,using,4566
6520,see_also,7731
6520,using,7996
6551,using,6572
6739,using,8081
6752,inheritance,10789
6763,inheritance,10336
6763,see_also,6895
7054,inheritance,7074
7054,inheritance,10436
7054,inheritance,13511
7203,inheritance,7236
7326,subframe,7350
7350,inheritance,7390
7491,using,7478
7548,inheritance,7539
7585,precedes,2838
7585,precedes,6311
7638,causative_of,4848
7667,perspective_on,2380
7667,perspective_on,2369
7723,inheritance,3692
7723,inheritance,12297
7723,inheritance,8123
7723,inheritance,9330
7723,inheritance,11059
7723,inheritance,8897
7731,inheritance,7996
7754,perspective_on,2822
7754,perspective_on,2829
7754,using,4201
7853,perspective_on,7842
7853,perspective_on,6752
7853,perspective_on,3621
7853,using,11174
7854,inheritance,1726
7858,inheritance,1713
7897,inheritance,7910
7897,using,8652
7952,perspective_on,7945
7952,perspective_on,7937
7964,inheritance,7972
7972,inheritance,7945
8019,perspective_on,9689
8019,perspective_on,736
8043,inheritance,5112
8056,inheritance,8063
8056,inheritance,8068
8056,perspective_on,5510
8063,perspective_on,8043
8102,perspective_on,8089
8102,perspective_on,8110
8123,inheritance,8102
8158,using,8168
8227,inheritance,6379
8248,causative_of,7858
8275,inheritance,7754
8308,using,4201
8354,causative_of,7013
8394,inheritance,8196
8438,perspective_on,8429
8438,perspective_on,8196
8479,inheritance,884
8562,inheritance,8423
8562,inheritance,8626
8572,inheritance,8394
8572,inheritance,8611
8572,precedes,8562
8611,precedes,8626
8684,inheritance,8712
8684,inheritance,8743
8712,subframe,8724
8712,subframe,8669
8743,perspective_on,8759
8743,subframe,8774
8743,subframe,8696
8816,precedes,8805
8816,precedes,8852
8843,subframe,8805
8843,subframe,8816
8843,subframe,8852
9043,precedes,6625
9136,using,9157
9189,inheritance,3049
9238,inheritance,543
9257,inheritance,9233
9321,inheritance,2369
9375,causative_of,860
9375,inheritance,25
9459,perspective_on,9463
9459,perspective_on,9468
9463,inheritance,9453
9498,inheritance,9666
9517,perspective_on,5899
9517,perspective_on,9523
9550,precedes,9557
9610,causative_of,3264
9689,inheritance,645
9706,perspective_on,9722
9706,perspective_on,712
9722,inheritance,663
9733,inheritance,1261
9767,inheritance,9758
10009,perspective_on,9997
10009,perspective_on,10001
10063,causative_of,10348
10074,using,10085
10231,inheritance,9997
10231,inheritance,10009
10257,inheritance,10120
10262,inheritance,10120
10262,see_also,10257
10262,see_also,10120
10379,using,10397
10405,subframe,784
10405,subframe,10397
10405,subframe,6225
10436,inheritance,10444
10563,inheritance,10573
10573,using,10686
10751,subframe,10758
10751,subframe,3832
10751,subframe,3871
10758,precedes,3871
11004,perspective_on,2708
11004,perspective_on,4703
11009,causative_of,11031
11019,subframe,11009
11024,subframe,11031
11038,inheritance,11120
11038,precedes,11031
11038,precedes,11009
11059,precedes,11038
11085,inheritance,11111
11104,precedes,11009
11111,subframe,11120
11130,inheritance,2690
11130,inheritance,9484
11130,see_also,2690
11145,using,4538
11159,using,11145
11197,causative_of,2282
11284,inheritance,11295
11314,inchoative_of,6520
1754,inheritance,7764
1754,using,8175
1769,inheritance,7779
1843,using,8147
2046,perspective_on,2059
2046,perspective_on,1843
2059,inheritance,8147
2059,using,2161
2059,using,8147
2072,perspective_on,1754
2072,perspective_on,1769
2072,using,6854
11519,using,11451
10501,precedes,11588
11441,precedes,11451
11441,subframe,11804
11441,subframe,11822
11470,subframe,11952
11483,subframe,1754
11483,subframe,11678
11483,subframe,11771
11483,subframe,11906
11483,subframe,5682
11506,perspective_on,12650
